Entity,Code,Day,total_vaccinations
Ecuador,ECU,2021-09-10,20177462
Ecuador,ECU,2021-09-11,20188740
Ecuador,ECU,2021-09-12,20194499
Ecuador,ECU,2021-09-13,20251072
Ecuador,ECU,2021-09-14,20318065
Ecuador,ECU,2021-09-15,20392844
Ecuador,ECU,2021-09-20,20452529
Ecuador,ECU,2021-09-21,20515688
Ecuador,ECU,2021-09-22,20532260
Ecuador,ECU,2021-09-23,20571335
Ecuador,ECU,2021-09-24,20611185
Ecuador,ECU,2021-09-25,20616156
Ecuador,ECU,2021-09-26,20617749
Ecuador,ECU,2021-09-27,20666054
Ecuador,ECU,2021-09-28,20773286
Ecuador,ECU,2021-09-29,20841350
Ecuador,ECU,2021-09-30,20896804
Ecuador,ECU,2021-10-01,20976539
Ecuador,ECU,2021-10-02,20981535
Ecuador,ECU,2021-10-03,20983147
Ecuador,ECU,2021-10-04,21022027
Ecuador,ECU,2021-10-05,21066403
Ecuador,ECU,2021-10-06,21112861
Ecuador,ECU,2021-10-07,21155212
Ecuador,ECU,2021-10-08,21163540
Ecuador,ECU,2021-10-09,21164423
Ecuador,ECU,2021-10-10,21165186
Ecuador,ECU,2021-10-11,21208003
Ecuador,ECU,2021-10-12,21254562
Ecuador,ECU,2021-10-13,21298743
Ecuador,ECU,2021-10-14,21346159
Ecuador,ECU,2021-10-15,21396466
Ecuador,ECU,2021-10-16,21405209
Ecuador,ECU,2021-10-17,21410061
Ecuador,ECU,2021-10-18,21448846
Ecuador,ECU,2021-10-19,21492532
Ecuador,ECU,2021-10-20,21690036
Ecuador,ECU,2021-10-21,21827147
Ecuador,ECU,2021-10-22,21956630
Ecuador,ECU,2021-10-23,21973130
Ecuador,ECU,2021-10-24,21979057
Ecuador,ECU,2021-10-25,22091381
Ecuador,ECU,2021-10-26,22219102
Ecuador,ECU,2021-10-27,22347638
Ecuador,ECU,2021-10-28,22475765
Ecuador,ECU,2021-10-29,22586066
Ecuador,ECU,2021-10-30,22594076
Ecuador,ECU,2021-10-31,22597171
Ecuador,ECU,2021-11-01,22599848
Ecuador,ECU,2021-11-02,22602509
Ecuador,ECU,2021-11-03,22606316
Ecuador,ECU,2021-11-04,22692858
Ecuador,ECU,2021-11-05,22796895
Ecuador,ECU,2021-11-06,22807270
Ecuador,ECU,2021-11-07,22811457
Ecuador,ECU,2021-11-08,22905479
Ecuador,ECU,2021-11-09,23006933
Ecuador,ECU,2021-11-10,23112847
Ecuador,ECU,2021-11-11,23217966
Ecuador,ECU,2021-11-12,23313709
Ecuador,ECU,2021-11-13,23352185
Ecuador,ECU,2021-11-14,23372031
Ecuador,ECU,2021-11-15,23477052
Ecuador,ECU,2021-11-16,23595418
Ecuador,ECU,2021-11-17,23729189
Ecuador,ECU,2021-11-18,23857066
Ecuador,ECU,2021-11-19,23990152
Ecuador,ECU,2021-11-20,24048640
Ecuador,ECU,2021-11-21,24088225
Ecuador,ECU,2021-11-22,24320682
Ecuador,ECU,2021-11-23,24463980
Ecuador,ECU,2021-11-24,24619310
Ecuador,ECU,2021-11-25,24773514
Ecuador,ECU,2021-11-26,24916561
Ecuador,ECU,2021-11-27,24957994
Ecuador,ECU,2021-11-28,24979864
Ecuador,ECU,2021-11-29,25093846
Ecuador,ECU,2021-11-30,25200571
Ecuador,ECU,2021-12-01,25309620
Ecuador,ECU,2021-12-02,25432150
Ecuador,ECU,2021-12-03,25530853
Ecuador,ECU,2021-12-04,25563245
Ecuador,ECU,2021-12-05,25580686
Ecuador,ECU,2021-12-06,25658021
Ecuador,ECU,2021-12-07,25748271
Ecuador,ECU,2021-12-08,25842231
Ecuador,ECU,2021-12-09,25952255
Ecuador,ECU,2021-12-10,26072484
Ecuador,ECU,2021-12-11,26125243
Ecuador,ECU,2021-12-12,26157005
Ecuador,ECU,2021-12-13,26261183
Ecuador,ECU,2021-12-14,26362850
Ecuador,ECU,2021-12-15,26552900
Ecuador,ECU,2021-12-16,26667732
Ecuador,ECU,2021-12-17,26765445
Ecuador,ECU,2021-12-18,26802584
Ecuador,ECU,2021-12-19,26825886
Ecuador,ECU,2021-12-20,26917585
Ecuador,ECU,2021-12-21,27015074
Ecuador,ECU,2021-12-22,27103281
Ecuador,ECU,2021-12-23,27184143
Ecuador,ECU,2021-12-24,27192880
Ecuador,ECU,2021-12-25,27205912
Ecuador,ECU,2021-12-26,27213319
Ecuador,ECU,2021-12-27,27304608
Ecuador,ECU,2021-12-28,27411962
Ecuador,ECU,2021-12-29,27501719
Ecuador,ECU,2021-12-30,27561198
Ecuador,ECU,2021-12-31,27566331
Ecuador,ECU,2022-01-01,27567784
Ecuador,ECU,2022-01-02,27574142
Ecuador,ECU,2022-01-03,27660809
Ecuador,ECU,2022-01-04,27770818
Ecuador,ECU,2022-01-05,27889104
Ecuador,ECU,2022-01-06,28008270
Ecuador,ECU,2022-01-07,28127567
Ecuador,ECU,2022-01-08,28172752
Ecuador,ECU,2022-01-09,28210822
Ecuador,ECU,2022-01-10,28348820
Ecuador,ECU,2022-01-11,28491355
Ecuador,ECU,2022-01-12,28635431
Ecuador,ECU,2022-01-13,28766520
Ecuador,ECU,2022-01-14,28894911
Ecuador,ECU,2022-01-15,28946355
Ecuador,ECU,2022-01-16,28986467
Ecuador,ECU,2022-01-17,29107463
Ecuador,ECU,2022-01-18,29217441
Ecuador,ECU,2022-01-19,29311690
Ecuador,ECU,2022-01-20,29400794
Ecuador,ECU,2022-01-21,29495833
Ecuador,ECU,2022-01-22,29542574
Ecuador,ECU,2022-01-23,29564789
Ecuador,ECU,2022-01-24,29635565
Ecuador,ECU,2022-01-25,29706090
Ecuador,ECU,2022-01-26,29773279
Ecuador,ECU,2022-01-27,29840071
Ecuador,ECU,2022-01-28,29911659
Ecuador,ECU,2022-01-29,29946237
Ecuador,ECU,2022-01-30,29965534
Ecuador,ECU,2022-01-31,30028057
Ecuador,ECU,2022-02-01,30095861
Ecuador,ECU,2022-02-02,30165621
Ecuador,ECU,2022-02-03,30237193
Ecuador,ECU,2022-02-04,30314487
Egypt,EGY,2021-01-24,0
Egypt,EGY,2021-01-30,1315
Egypt,EGY,2021-03-27,164534
Egypt,EGY,2021-04-18,660000
Egypt,EGY,2021-05-09,1300212
Egypt,EGY,2021-05-11,1371976
Egypt,EGY,2021-05-22,1877993
Egypt,EGY,2021-05-23,1962216
Egypt,EGY,2021-05-24,2059987
Egypt,EGY,2021-05-25,2128164
Egypt,EGY,2021-05-29,2586274
Egypt,EGY,2021-06-01,2822479
Egypt,EGY,2021-06-09,3340216
Egypt,EGY,2021-06-12,3506760
Egypt,EGY,2021-06-14,3746978
Egypt,EGY,2021-06-16,3794707
Egypt,EGY,2021-06-20,4010467
Egypt,EGY,2021-06-23,4138935
Egypt,EGY,2021-06-27,4253397
Egypt,EGY,2021-06-28,4282641
Egypt,EGY,2021-07-04,4442102
Egypt,EGY,2021-07-06,4497919
Egypt,EGY,2021-07-07,4529884
Egypt,EGY,2021-07-08,4560082
Egypt,EGY,2021-07-12,5056303
Egypt,EGY,2021-07-25,5304701
Egypt,EGY,2021-07-26,5337506
Egypt,EGY,2021-08-01,5570554
Egypt,EGY,2021-08-05,5649322
Egypt,EGY,2021-08-10,5750549
Egypt,EGY,2021-08-16,6477535
Egypt,EGY,2021-08-25,8004586
Egypt,EGY,2021-08-27,8741005
Egypt,EGY,2021-09-01,9391465
Egypt,EGY,2021-09-05,10418988
Egypt,EGY,2021-09-09,10769834
Egypt,EGY,2021-09-11,11487985
Egypt,EGY,2021-09-15,11989196
Egypt,EGY,2021-09-16,12964351
Egypt,EGY,2021-09-23,15057720
Egypt,EGY,2021-09-27,16223309
Egypt,EGY,2021-09-30,16959764
Egypt,EGY,2021-10-08,20154366
Egypt,EGY,2021-10-17,23177181
Egypt,EGY,2021-10-23,25083832
Egypt,EGY,2021-10-29,27818424
Egypt,EGY,2021-11-01,28934095
Egypt,EGY,2021-11-06,30563571
Egypt,EGY,2021-11-10,33667594
Egypt,EGY,2021-11-13,34871428
Egypt,EGY,2021-11-20,36906765
Egypt,EGY,2021-11-28,39914919
Egypt,EGY,2021-11-29,40644158
Egypt,EGY,2021-12-04,42965769
Egypt,EGY,2021-12-06,43976245
Egypt,EGY,2021-12-11,46239670
Egypt,EGY,2021-12-14,47838944
Egypt,EGY,2021-12-18,49746337
Egypt,EGY,2021-12-20,50787836
Egypt,EGY,2021-12-24,52819190
Egypt,EGY,2022-01-04,57488298
Egypt,EGY,2022-01-08,58836189
Egypt,EGY,2022-01-15,61224838
Egypt,EGY,2022-01-21,62817255
Egypt,EGY,2022-01-24,63630482
Egypt,EGY,2022-01-30,65052928
El Salvador,SLV,2021-02-17,0
El Salvador,SLV,2021-02-22,6000
El Salvador,SLV,2021-02-25,16000
El Salvador,SLV,2021-03-14,25000
El Salvador,SLV,2021-03-17,36000
El Salvador,SLV,2021-03-18,41512
El Salvador,SLV,2021-03-21,49000
El Salvador,SLV,2021-03-28,70000
El Salvador,SLV,2021-03-31,99855
El Salvador,SLV,2021-04-01,120476
El Salvador,SLV,2021-04-02,133330
El Salvador,SLV,2021-04-07,160000
El Salvador,SLV,2021-04-09,180000
El Salvador,SLV,2021-04-11,200000
El Salvador,SLV,2021-04-12,264159
El Salvador,SLV,2021-04-13,310793
El Salvador,SLV,2021-04-14,361474
El Salvador,SLV,2021-04-15,410810
El Salvador,SLV,2021-04-16,460565
El Salvador,SLV,2021-04-17,502013
El Salvador,SLV,2021-04-19,547566
El Salvador,SLV,2021-04-20,622912
El Salvador,SLV,2021-04-22,656687
El Salvador,SLV,2021-04-23,698569
El Salvador,SLV,2021-04-26,745602
El Salvador,SLV,2021-04-27,788173
El Salvador,SLV,2021-04-28,833959
El Salvador,SLV,2021-04-29,875069
El Salvador,SLV,2021-04-30,915725
El Salvador,SLV,2021-05-04,991133
El Salvador,SLV,2021-05-05,1029887
El Salvador,SLV,2021-05-06,1068428
El Salvador,SLV,2021-05-07,1114544
El Salvador,SLV,2021-05-11,1167672
El Salvador,SLV,2021-05-13,1260574
El Salvador,SLV,2021-05-14,1310249
El Salvador,SLV,2021-05-15,1350587
El Salvador,SLV,2021-05-17,1402386
El Salvador,SLV,2021-05-18,1451933
El Salvador,SLV,2021-05-19,1497261
El Salvador,SLV,2021-05-20,1543904
El Salvador,SLV,2021-05-21,1598841
El Salvador,SLV,2021-05-22,1642451
El Salvador,SLV,2021-05-24,1693183
El Salvador,SLV,2021-05-25,1741651
El Salvador,SLV,2021-05-26,1787527
El Salvador,SLV,2021-05-27,1832228
El Salvador,SLV,2021-05-31,1925770
El Salvador,SLV,2021-06-01,1971247
El Salvador,SLV,2021-06-02,2015408
El Salvador,SLV,2021-06-07,2147224
El Salvador,SLV,2021-06-09,2231365
El Salvador,SLV,2021-06-11,2310924
El Salvador,SLV,2021-06-15,2388927
El Salvador,SLV,2021-06-16,2427457
El Salvador,SLV,2021-06-18,2466561
El Salvador,SLV,2021-06-21,2506257
El Salvador,SLV,2021-06-22,2546316
El Salvador,SLV,2021-06-23,2586522
El Salvador,SLV,2021-06-25,2674605
El Salvador,SLV,2021-07-01,2846177
El Salvador,SLV,2021-07-02,2890503
El Salvador,SLV,2021-07-06,2984932
El Salvador,SLV,2021-07-08,3136924
El Salvador,SLV,2021-07-09,3212880
El Salvador,SLV,2021-07-12,3283993
El Salvador,SLV,2021-07-13,3352783
El Salvador,SLV,2021-07-14,3422214
El Salvador,SLV,2021-07-16,3563392
El Salvador,SLV,2021-07-19,3638261
El Salvador,SLV,2021-07-20,3710703
El Salvador,SLV,2021-07-21,3784373
El Salvador,SLV,2021-07-22,3860861
El Salvador,SLV,2021-07-23,3937603
El Salvador,SLV,2021-07-26,4017205
El Salvador,SLV,2021-07-27,4093631
El Salvador,SLV,2021-07-28,4167931
El Salvador,SLV,2021-07-29,4237736
El Salvador,SLV,2021-07-30,4309189
El Salvador,SLV,2021-08-02,4394410
El Salvador,SLV,2021-08-03,4482248
El Salvador,SLV,2021-08-04,4578306
El Salvador,SLV,2021-08-05,4664353
El Salvador,SLV,2021-08-09,4763079
El Salvador,SLV,2021-08-10,4858601
El Salvador,SLV,2021-08-11,4950992
El Salvador,SLV,2021-08-12,5045981
El Salvador,SLV,2021-08-13,5143912
El Salvador,SLV,2021-08-16,5235185
El Salvador,SLV,2021-08-17,5327451
El Salvador,SLV,2021-08-18,5417193
El Salvador,SLV,2021-08-19,5509567
El Salvador,SLV,2021-08-20,5602223
El Salvador,SLV,2021-08-23,5700847
El Salvador,SLV,2021-08-24,5794261
El Salvador,SLV,2021-08-25,5896289
El Salvador,SLV,2021-08-27,6104902
El Salvador,SLV,2021-08-30,6207894
El Salvador,SLV,2021-08-31,6298361
El Salvador,SLV,2021-09-02,6470252
El Salvador,SLV,2021-09-03,6548819
El Salvador,SLV,2021-09-06,6625116
El Salvador,SLV,2021-09-07,6692185
El Salvador,SLV,2021-09-09,6827005
El Salvador,SLV,2021-09-10,6892912
El Salvador,SLV,2021-09-13,6954648
El Salvador,SLV,2021-09-14,7010709
El Salvador,SLV,2021-09-16,7065918
El Salvador,SLV,2021-09-19,7153847
El Salvador,SLV,2021-09-21,7184406
El Salvador,SLV,2021-09-22,7233466
El Salvador,SLV,2021-09-23,7297994
El Salvador,SLV,2021-09-26,7349843
El Salvador,SLV,2021-09-27,7396969
El Salvador,SLV,2021-09-29,7525604
El Salvador,SLV,2021-09-30,7584818
El Salvador,SLV,2021-10-03,7653662
El Salvador,SLV,2021-10-04,7717946
El Salvador,SLV,2021-10-05,7782745
El Salvador,SLV,2021-10-06,7836443
El Salvador,SLV,2021-10-07,7891779
El Salvador,SLV,2021-10-10,7947486
El Salvador,SLV,2021-10-11,7994792
El Salvador,SLV,2021-10-12,8031932
El Salvador,SLV,2021-10-13,8062316
El Salvador,SLV,2021-10-14,8096778
El Salvador,SLV,2021-10-17,8141990
El Salvador,SLV,2021-10-18,8178337
El Salvador,SLV,2021-10-25,8411708
El Salvador,SLV,2021-10-28,8516654
El Salvador,SLV,2021-11-03,8639894
El Salvador,SLV,2021-11-04,8674987
El Salvador,SLV,2021-11-08,8755860
El Salvador,SLV,2021-11-09,8788164
El Salvador,SLV,2021-11-10,8818648
El Salvador,SLV,2021-11-11,8850980
El Salvador,SLV,2021-11-14,8888705
El Salvador,SLV,2021-11-16,8946050
El Salvador,SLV,2021-11-21,9025531
El Salvador,SLV,2021-11-22,9052869
El Salvador,SLV,2021-11-23,9074239
El Salvador,SLV,2021-11-24,9121715
El Salvador,SLV,2021-11-28,9143938
El Salvador,SLV,2021-11-30,9179875
El Salvador,SLV,2021-12-05,9241093
El Salvador,SLV,2021-12-06,9260487
El Salvador,SLV,2021-12-07,9282534
El Salvador,SLV,2021-12-08,9305444
El Salvador,SLV,2021-12-12,9364231
El Salvador,SLV,2021-12-13,9395152
El Salvador,SLV,2021-12-16,9466222
El Salvador,SLV,2021-12-20,9503477
El Salvador,SLV,2021-12-21,9528674
El Salvador,SLV,2021-12-22,9553791
El Salvador,SLV,2021-12-30,9620698
El Salvador,SLV,2022-01-04,9651029
El Salvador,SLV,2022-01-20,9894572
El Salvador,SLV,2022-01-24,9923160
El Salvador,SLV,2022-01-25,9936259
El Salvador,SLV,2022-01-27,9967076
El Salvador,SLV,2022-01-30,9978576
England,,2021-01-10,2333764
England,,2021-01-11,2474205
England,,2021-01-12,2661850
England,,2021-01-13,2910027
England,,2021-01-14,3189674
England,,2021-01-15,3514385
England,,2021-01-16,3791594
England,,2021-01-17,3947442
England,,2021-01-18,4118342
England,,2021-01-19,4419704
England,,2021-01-20,4740578
England,,2021-01-21,5100475
England,,2021-01-22,5526071
England,,2021-01-23,5970175
England,,2021-01-24,6169377
England,,2021-01-25,6405554
England,,2021-01-26,6665861
England,,2021-01-27,6918853
England,,2021-01-28,7263317
England,,2021-01-29,7701203
England,,2021-01-30,8251146
England,,2021-01-31,8543262
England,,2021-02-01,8825371
England,,2021-02-02,9126930
England,,2021-02-03,9508006
England,,2021-02-04,9899043
England,,2021-02-05,10302620
England,,2021-02-06,10761539
England,,2021-02-07,10991365
England,,2021-02-08,11245053
England,,2021-02-09,11558880
England,,2021-02-10,11901827
England,,2021-02-11,12293207
England,,2021-02-12,12733865
England,,2021-02-13,13165548
England,,2021-02-14,13353631
England,,2021-02-15,13575245
England,,2021-02-16,13891042
England,,2021-02-17,14318115
England,,2021-02-18,14718938
England,,2021-02-19,15046635
England,,2021-02-20,15355176
England,,2021-02-21,15471509
England,,2021-02-22,15631937
England,,2021-02-23,15926415
England,,2021-02-24,16337561
England,,2021-02-25,16785841
England,,2021-02-26,17254844
England,,2021-02-27,17641792
England,,2021-02-28,17812739
England,,2021-03-01,17985951
England,,2021-03-02,18194919
England,,2021-03-03,18469922
England,,2021-03-04,18835355
England,,2021-03-05,19258271
England,,2021-03-06,19663577
England,,2021-03-07,19812818
England,,2021-03-08,20020354
England,,2021-03-09,20248632
England,,2021-03-10,20526312
England,,2021-03-11,20807385
England,,2021-03-12,21187615
England,,2021-03-13,21683887
England,,2021-03-14,21921282
England,,2021-03-15,22284040
England,,2021-03-16,22717791
England,,2021-03-17,23201466
England,,2021-03-18,23757540
England,,2021-03-19,24393759
England,,2021-03-20,25150632
England,,2021-03-21,25476409
England,,2021-03-22,25823406
England,,2021-03-23,26226604
England,,2021-03-24,26710498
England,,2021-03-25,27166754
England,,2021-03-26,27761724
England,,2021-03-27,28330452
England,,2021-03-28,28709906
England,,2021-03-29,29033640
England,,2021-03-30,29443531
England,,2021-03-31,29973324
England,,2021-04-01,30507732
England,,2021-04-02,30791767
England,,2021-04-03,31024182
England,,2021-04-04,31090290
England,,2021-04-05,31164176
England,,2021-04-06,31380938
England,,2021-04-07,31812141
England,,2021-04-08,32270892
England,,2021-04-09,32737372
England,,2021-04-10,33248869
England,,2021-04-11,33445922
England,,2021-04-12,33637546
England,,2021-04-13,33934639
England,,2021-04-14,34306139
England,,2021-04-15,34762728
England,,2021-04-16,35311033
England,,2021-04-17,35882008
England,,2021-04-18,36147077
England,,2021-04-19,36447797
England,,2021-04-20,36805597
England,,2021-04-21,37238073
England,,2021-04-22,37687736
England,,2021-04-23,38189536
England,,2021-04-24,38792402
England,,2021-04-25,39081147
England,,2021-04-26,39398398
England,,2021-04-27,39797081
England,,2021-04-28,40294585
England,,2021-04-29,40800604
England,,2021-04-30,41277728
England,,2021-05-01,41730517
England,,2021-05-02,41938694
England,,2021-05-03,42097592
England,,2021-05-04,42408492
England,,2021-05-05,42864836
England,,2021-05-06,43385662
England,,2021-05-07,43907911
England,,2021-05-08,44449424
England,,2021-05-09,44683075
England,,2021-05-10,44951908
England,,2021-05-11,45359338
England,,2021-05-12,45908796
England,,2021-05-13,46461266
England,,2021-05-14,46992750
England,,2021-05-15,47552476
England,,2021-05-16,47815683
England,,2021-05-17,48112071
England,,2021-05-18,48535975
England,,2021-05-19,49080974
England,,2021-05-20,49682934
England,,2021-05-21,50246402
England,,2021-05-22,50932666
England,,2021-05-23,51254436
England,,2021-05-24,51629592
England,,2021-05-25,52114143
England,,2021-05-26,52689008
England,,2021-05-27,53286560
England,,2021-05-28,53842037
England,,2021-05-29,54379320
England,,2021-05-30,54657957
England,,2021-05-31,54883579
England,,2021-06-01,55238565
England,,2021-06-02,55660196
England,,2021-06-03,56131057
England,,2021-06-04,56602996
England,,2021-06-05,57193641
England,,2021-06-06,57510753
England,,2021-06-07,57844499
England,,2021-06-08,58206264
England,,2021-06-09,58609910
England,,2021-06-10,59032003
England,,2021-06-11,59460783
England,,2021-06-12,59965740
England,,2021-06-13,60243055
England,,2021-06-14,60531923
England,,2021-06-15,60862273
England,,2021-06-16,61213267
England,,2021-06-17,61606582
England,,2021-06-18,61964858
England,,2021-06-19,62415897
England,,2021-06-20,62636714
England,,2021-06-21,62636714
England,,2021-06-22,63123091
England,,2021-06-23,63439292
England,,2021-06-24,63778361
England,,2021-06-25,64089251
England,,2021-06-26,64474260
England,,2021-06-27,64690619
England,,2021-06-28,64904433
England,,2021-06-29,65135293
England,,2021-06-30,65394783
England,,2021-07-01,65682635
England,,2021-07-02,65932869
England,,2021-07-03,66220122
England,,2021-07-04,66368542
England,,2021-07-05,66540378
England,,2021-07-06,66721050
England,,2021-07-07,66922090
England,,2021-07-08,67140354
England,,2021-07-09,67361912
England,,2021-07-10,67618807
England,,2021-07-11,67733499
England,,2021-07-12,67878500
England,,2021-07-13,68053161
England,,2021-07-14,68254501
England,,2021-07-15,68474146
England,,2021-07-16,68688329
England,,2021-07-17,68944019
England,,2021-07-18,69077145
England,,2021-07-19,69221158
England,,2021-07-20,69380978
England,,2021-07-21,69566085
England,,2021-07-22,69761787
England,,2021-07-23,69954436
England,,2021-07-24,70171279
England,,2021-07-25,70286096
England,,2021-07-26,70427240
England,,2021-07-27,70574750
England,,2021-07-28,70738290
England,,2021-07-29,70919513
England,,2021-07-30,71092911
England,,2021-07-31,71308628
England,,2021-08-01,71419589
England,,2021-08-02,71536468
England,,2021-08-03,71669946
England,,2021-08-04,71830307
England,,2021-08-05,72004716
England,,2021-08-06,72168920
England,,2021-08-07,72386948
England,,2021-08-08,72499887
England,,2021-08-09,72633106
England,,2021-08-10,72785141
England,,2021-08-11,72964259
England,,2021-08-12,73164766
England,,2021-08-13,73340932
England,,2021-08-14,73554073
England,,2021-08-15,73680783
England,,2021-08-16,73827773
England,,2021-08-17,73982159
England,,2021-08-18,74169449
England,,2021-08-19,74370967
England,,2021-08-20,74567978
England,,2021-08-21,74803203
England,,2021-08-22,74931873
England,,2021-08-23,75082852
England,,2021-08-24,75238018
England,,2021-08-25,75437888
England,,2021-08-26,75611320
England,,2021-08-27,75764961
England,,2021-08-28,75919535
England,,2021-08-29,76004792
England,,2021-08-30,76072459
England,,2021-08-31,76212080
England,,2021-09-01,76351995
England,,2021-09-02,76489767
England,,2021-09-03,76617503
England,,2021-09-04,76767817
England,,2021-09-05,76842974
England,,2021-09-06,76931009
England,,2021-09-07,77026879
England,,2021-09-08,77122836
England,,2021-09-09,77231434
England,,2021-09-10,77332076
England,,2021-09-11,77442069
England,,2021-09-12,77496695
England,,2021-09-13,77567013
England,,2021-09-14,77641242
England,,2021-09-15,77718458
England,,2021-09-16,77796373
England,,2021-09-17,77868981
England,,2021-09-18,77956743
England,,2021-09-19,77997545
England,,2021-09-20,78054652
England,,2021-09-21,78110824
England,,2021-09-22,78168962
England,,2021-09-23,78232278
England,,2021-09-24,78293711
England,,2021-09-25,78354367
England,,2021-09-26,78384657
England,,2021-09-27,78433951
England,,2021-09-28,78492187
England,,2021-09-29,78549539
England,,2021-09-30,79472006
England,,2021-10-01,79687137
England,,2021-10-02,79930481
England,,2021-10-03,80046936
England,,2021-10-04,80224824
England,,2021-10-05,80438413
England,,2021-10-06,80647454
England,,2021-10-07,80873035
England,,2021-10-08,81096222
England,,2021-10-09,81394489
England,,2021-10-10,81511121
England,,2021-10-11,81676421
England,,2021-10-12,81889514
England,,2021-10-13,82137355
England,,2021-10-14,82413316
England,,2021-10-15,82672665
England,,2021-10-16,83008570
England,,2021-10-17,83132262
England,,2021-10-18,83338560
England,,2021-10-19,83597242
England,,2021-10-20,83887280
England,,2021-10-21,84209271
England,,2021-10-22,84521609
England,,2021-10-23,84906496
England,,2021-10-24,85078329
England,,2021-10-25,85317024
England,,2021-10-26,85589699
England,,2021-10-27,85884983
England,,2021-10-28,86191961
England,,2021-10-29,86485839
England,,2021-10-30,86869920
England,,2021-10-31,87035599
England,,2021-11-01,87282704
England,,2021-11-02,87590285
England,,2021-11-03,87917844
England,,2021-11-04,88249529
England,,2021-11-05,88575609
England,,2021-11-06,89003538
England,,2021-11-07,89204129
England,,2021-11-08,89474402
England,,2021-11-09,89807694
England,,2021-11-10,90433154
England,,2021-11-11,90792493
England,,2021-11-12,91142968
England,,2021-11-13,91607822
England,,2021-11-14,91814801
England,,2021-11-15,92090246
England,,2021-11-16,92417209
England,,2021-11-17,92778190
England,,2021-11-18,93137856
England,,2021-11-19,93486462
England,,2021-11-20,93944089
England,,2021-11-21,94158533
England,,2021-11-22,94444764
England,,2021-11-23,94787805
England,,2021-11-24,95144934
England,,2021-11-25,95519975
England,,2021-11-26,95881977
England,,2021-11-27,96353612
England,,2021-11-28,96614584
England,,2021-11-29,96915625
England,,2021-11-30,97296577
England,,2021-12-01,97688174
England,,2021-12-02,98090928
England,,2021-12-03,98471037
England,,2021-12-04,98942857
England,,2021-12-05,99201411
England,,2021-12-06,99508632
England,,2021-12-07,99870280
England,,2021-12-08,100254342
England,,2021-12-09,100701211
England,,2021-12-10,101111350
England,,2021-12-11,101652318
England,,2021-12-12,102030281
England,,2021-12-13,102493489
England,,2021-12-14,103105465
England,,2021-12-15,103790317
England,,2021-12-16,104597364
England,,2021-12-17,105405395
England,,2021-12-18,106312051
England,,2021-12-19,107104680
England,,2021-12-20,107939220
England,,2021-12-21,108833212
England,,2021-12-22,109611456
England,,2021-12-23,110173792
England,,2021-12-24,110351474
England,,2021-12-25,110363822
England,,2021-12-26,110387900
England,,2021-12-27,110631978
England,,2021-12-28,110938552
England,,2021-12-29,111353368
England,,2021-12-30,111744087
England,,2021-12-31,111916669
England,,2022-01-01,111939431
England,,2022-01-02,112070239
England,,2022-01-03,112227001
England,,2022-01-04,112469662
England,,2022-01-05,112721484
England,,2022-01-06,112957101
England,,2022-01-07,113186066
England,,2022-01-08,113463324
England,,2022-01-09,113618134
England,,2022-01-10,113771558
England,,2022-01-11,113919783
England,,2022-01-12,114058125
England,,2022-01-13,114189997
England,,2022-01-14,114319162
England,,2022-01-15,114473877
England,,2022-01-16,114559240
England,,2022-01-17,114649659
England,,2022-01-18,114748489
England,,2022-01-19,114840408
England,,2022-01-20,114931849
England,,2022-01-21,115034306
England,,2022-01-22,115151978
England,,2022-01-23,115218784
England,,2022-01-24,115303202
England,,2022-01-25,115383211
England,,2022-01-26,115468142
England,,2022-01-27,115550907
England,,2022-01-28,115641074
England,,2022-01-29,115738300
England,,2022-01-30,115797791
England,,2022-01-31,115860495
England,,2022-02-01,115925435
England,,2022-02-02,115991358
England,,2022-02-03,116057139
England,,2022-02-04,116127222
England,,2022-02-05,116196523
Equatorial Guinea,GNQ,2021-03-16,6565
Equatorial Guinea,GNQ,2021-03-29,12155
Equatorial Guinea,GNQ,2021-04-01,14080
Equatorial Guinea,GNQ,2021-04-16,32884
Equatorial Guinea,GNQ,2021-04-20,45441
Equatorial Guinea,GNQ,2021-04-22,55799
Equatorial Guinea,GNQ,2021-04-28,75518
Equatorial Guinea,GNQ,2021-05-18,175770
Equatorial Guinea,GNQ,2021-05-22,192967
Equatorial Guinea,GNQ,2021-05-25,206625
Equatorial Guinea,GNQ,2021-05-28,219677
Equatorial Guinea,GNQ,2021-05-31,224503
Equatorial Guinea,GNQ,2021-06-03,236189
Equatorial Guinea,GNQ,2021-06-10,247228
Equatorial Guinea,GNQ,2021-06-12,248184
Equatorial Guinea,GNQ,2021-06-15,255030
Equatorial Guinea,GNQ,2021-06-17,257146
Equatorial Guinea,GNQ,2021-06-23,259480
Equatorial Guinea,GNQ,2021-06-25,260528
Equatorial Guinea,GNQ,2021-06-28,264853
Equatorial Guinea,GNQ,2021-06-30,265110
Equatorial Guinea,GNQ,2021-07-02,269981
Equatorial Guinea,GNQ,2021-07-05,270841
Equatorial Guinea,GNQ,2021-07-07,277042
Equatorial Guinea,GNQ,2021-07-10,278952
Equatorial Guinea,GNQ,2021-07-13,279113
Equatorial Guinea,GNQ,2021-07-17,288562
Equatorial Guinea,GNQ,2021-07-21,293702
Equatorial Guinea,GNQ,2021-07-24,301413
Equatorial Guinea,GNQ,2021-07-29,306265
Equatorial Guinea,GNQ,2021-08-02,308858
Equatorial Guinea,GNQ,2021-08-04,311778
